Disney	Walt Disney Productions
Walt Disney	Walt Disney Productions
Disney	Walt Disney Productions
Roy O. Disney	Disney Enterprises, Inc.
Disney	Disney Enterprises, Inc.
Walt Disney	Disney Enterprises, Inc.
Disney	Disney Enterprises, Inc.
Roy O. Disney	Disney Co/ Walt
Disney	Disney Co/ Walt
Walt Disney	Disney Co/ Walt
Disney	Disney Co/ Walt
Roy O. Disney	WALT DISNEY CO/
Disney	WALT DISNEY CO/
Walt Disney	WALT DISNEY CO/
Disney	WALT DISNEY CO/
Roy O. Disney	WALT DISNEY CO
Disney	WALT DISNEY CO
Walt Disney	WALT DISNEY CO
Disney	WALT DISNEY CO
Roy O. Disney	DC HOLDCO INC
Disney	DC HOLDCO INC
Walt Disney	DC HOLDCO INC
Disney	DC HOLDCO INC
Erle P. Halliburton	Halliburton
Halliburton	Halliburton
Erle P. Halliburton	Co Halliburton
Halliburton	Co Halliburton
Abram L. Sachar	Brandeis University
Sachar	Brandeis University
Abram L. Sachar	Brandeis University, Boston
Sachar	Brandeis University, Boston
Abram L. Sachar	Brandeis University, main campus
Sachar	Brandeis University, main campus
Keith Barish	Planet Hollywood
Barish	Planet Hollywood
Vinod Khosla	Sun Microsystems
Khosla	Sun Microsystems
Bill Joy	Sun Microsystems
Joy	Sun Microsystems
Vaughan Pratt	Sun Microsystems
Pratt	Sun Microsystems
Andy Bechtolsheim	Sun Microsystems
Bechtolsheim	Sun Microsystems
Scott G. McNealy	Sun Microsystems
McNealy	Sun Microsystems
Vinod Khosla	Sun Microsystems Inc.
Khosla	Sun Microsystems Inc.
Bill Joy	Sun Microsystems Inc.
Joy	Sun Microsystems Inc.
Vaughan Pratt	Sun Microsystems Inc.
Pratt	Sun Microsystems Inc.
Andy Bechtolsheim	Sun Microsystems Inc.
Bechtolsheim	Sun Microsystems Inc.
Scott G. McNealy	Sun Microsystems Inc.
McNealy	Sun Microsystems Inc.
Vinod Khosla	SUN MICROSYSTEMS INC
Khosla	SUN MICROSYSTEMS INC
Bill Joy	SUN MICROSYSTEMS INC
Joy	SUN MICROSYSTEMS INC
Vaughan Pratt	SUN MICROSYSTEMS INC
Pratt	SUN MICROSYSTEMS INC
Andy Bechtolsheim	SUN MICROSYSTEMS INC
Bechtolsheim	SUN MICROSYSTEMS INC
Scott G. McNealy	SUN MICROSYSTEMS INC
McNealy	SUN MICROSYSTEMS INC
Vinod Khosla	SUN MICROSYSTEMS, INC.
Khosla	SUN MICROSYSTEMS, INC.
Bill Joy	SUN MICROSYSTEMS, INC.
Joy	SUN MICROSYSTEMS, INC.
Vaughan Pratt	SUN MICROSYSTEMS, INC.
Pratt	SUN MICROSYSTEMS, INC.
Andy Bechtolsheim	SUN MICROSYSTEMS, INC.
Bechtolsheim	SUN MICROSYSTEMS, INC.
Scott G. McNealy	SUN MICROSYSTEMS, INC.
McNealy	SUN MICROSYSTEMS, INC.
Vinod Khosla	Sun
Khosla	Sun
Bill Joy	Sun
Joy	Sun
Vaughan Pratt	Sun
Pratt	Sun
Andy Bechtolsheim	Sun
Bechtolsheim	Sun
Scott G. McNealy	Sun
McNealy	Sun
Vinod Khosla	Sun Microsystems Computer
Khosla	Sun Microsystems Computer
Bill Joy	Sun Microsystems Computer
Joy	Sun Microsystems Computer
Vaughan Pratt	Sun Microsystems Computer
Pratt	Sun Microsystems Computer
Andy Bechtolsheim	Sun Microsystems Computer
Bechtolsheim	Sun Microsystems Computer
Scott G. McNealy	Sun Microsystems Computer
McNealy	Sun Microsystems Computer
Leland Stanford	Stanford University
Stanford	Stanford University
Jane Stanford	Stanford University
Stanford	Stanford University
Leland Stanford	The Farm
Stanford	The Farm
Jane Stanford	The Farm
Stanford	The Farm
Leland Stanford	Stanford
Stanford	Stanford
Jane Stanford	Stanford
Stanford	Stanford
Leland Stanford	Leland Stanford Junior University
Stanford	Leland Stanford Junior University
Jane Stanford	Leland Stanford Junior University
Stanford	Leland Stanford Junior University
Leland Stanford	LSJU
Stanford	LSJU
Jane Stanford	LSJU
Stanford	LSJU
Leland Stanford	SU
Stanford	SU
Jane Stanford	SU
Stanford	SU
Nova Spivack	Radar Networks
Spivack	Radar Networks
Kristinn R. Thórisson	Radar Networks
Thórisson	Radar Networks
Richard Woolcott	Volcom
Woolcott	Volcom
David Filo	Yahoo!
Filo	Yahoo!
Jerry Yang	Yahoo!
Yang	Yahoo!
David Filo	Yahoo
Filo	Yahoo
Jerry Yang	Yahoo
Yang	Yahoo
David Filo	Yahoo! Inc.
Filo	Yahoo! Inc.
Jerry Yang	Yahoo! Inc.
Yang	Yahoo! Inc.
David Filo	Yet Another Hierarchical Officious Oracle
Filo	Yet Another Hierarchical Officious Oracle
Jerry Yang	Yet Another Hierarchical Officious Oracle
Yang	Yet Another Hierarchical Officious Oracle
David Filo	Jerry and Dave's Guide to the World Wide Web
Filo	Jerry and Dave's Guide to the World Wide Web
Jerry Yang	Jerry and Dave's Guide to the World Wide Web
Yang	Jerry and Dave's Guide to the World Wide Web
Mike McCue	Tellme Networks
McCue	Tellme Networks
Angus Davis	Tellme Networks
Davis	Tellme Networks
John Giannandrea	Tellme Networks
Giannandrea	Tellme Networks
Bill Gates	Microsoft Corporation
Gates	Microsoft Corporation
Paul Allen	Microsoft Corporation
Allen	Microsoft Corporation
Bill Gates	Microsoft Corp.
Gates	Microsoft Corp.
Paul Allen	Microsoft Corp.
Allen	Microsoft Corp.
Bill Gates	MSFT
Gates	MSFT
Paul Allen	MSFT
Allen	MSFT
Bill Gates	ms
Gates	ms
Paul Allen	ms
Allen	ms
Bill Gates	Microsoft
Gates	Microsoft
Paul Allen	Microsoft
Allen	Microsoft
Daniel Coit Gilman	Johns Hopkins University
Gilman	Johns Hopkins University
Daniel Coit Gilman	Johns Hopkins University, Baltimore
Gilman	Johns Hopkins University, Baltimore
Daniel Coit Gilman	Johns Hopkins University, main campus
Gilman	Johns Hopkins University, main campus
Daniel Coit Gilman	JHU
Gilman	JHU
Ezra Cornell	Cornell University
Cornell	Cornell University
Andrew Dickson White	Cornell University
White	Cornell University
Ezra Cornell	Cornell U
Cornell	Cornell U
Andrew Dickson White	Cornell U
White	Cornell U
Ezra Cornell	Cornell
Cornell	Cornell
Andrew Dickson White	Cornell
White	Cornell
Ezra Cornell	Cornell University, Ithaca
Cornell	Cornell University, Ithaca
Andrew Dickson White	Cornell University, Ithaca
White	Cornell University, Ithaca
Ezra Cornell	Cornell University, main campus
Cornell	Cornell University, main campus
Andrew Dickson White	Cornell University, main campus
White	Cornell University, main campus
Ezra Cornell	CU
Cornell	CU
Andrew Dickson White	CU
White	CU
David Manker Abshire	Center for Strategic and International Studies
Abshire	Center for Strategic and International Studies
David Manker Abshire	Center for Strategic and International Studies Inc
Abshire	Center for Strategic and International Studies Inc
Linda McMahon	WWE
McMahon	WWE
Vince McMahon	WWE
McMahon	WWE
Linda McMahon	World Wrestling Federation
McMahon	World Wrestling Federation
Vince McMahon	World Wrestling Federation
McMahon	World Wrestling Federation
Linda McMahon	World Wrestling Entertainment, Inc.
McMahon	World Wrestling Entertainment, Inc.
Vince McMahon	World Wrestling Entertainment, Inc.
McMahon	World Wrestling Entertainment, Inc.
Linda McMahon	World Wrestling Federation Entertainment
McMahon	World Wrestling Federation Entertainment
Vince McMahon	World Wrestling Federation Entertainment
McMahon	World Wrestling Federation Entertainment
Linda McMahon	World Wrestling Federation Entertainment, Inc.
McMahon	World Wrestling Federation Entertainment, Inc.
Vince McMahon	World Wrestling Federation Entertainment, Inc.
McMahon	World Wrestling Federation Entertainment, Inc.
Linda McMahon	World Wide Wrestling Federation
McMahon	World Wide Wrestling Federation
Vince McMahon	World Wide Wrestling Federation
McMahon	World Wide Wrestling Federation
Linda McMahon	WWWF
McMahon	WWWF
Vince McMahon	WWWF
McMahon	WWWF
Linda McMahon	WWF
McMahon	WWF
Vince McMahon	WWF
McMahon	WWF
Linda McMahon	World Wrestling Entertainment
McMahon	World Wrestling Entertainment
Vince McMahon	World Wrestling Entertainment
McMahon	World Wrestling Entertainment
Linda McMahon	World Wrestling Entertainment (International)
McMahon	World Wrestling Entertainment (International)
Vince McMahon	World Wrestling Entertainment (International)
McMahon	World Wrestling Entertainment (International)
Kenneth Lay	Enron
Lay	Enron
Jeffrey Skilling	Enron
Skilling	Enron
Kenneth Lay	Enron Corporation
Lay	Enron Corporation
Jeffrey Skilling	Enron Corporation
Skilling	Enron Corporation
Bruce Gilliat	Alexa Internet
Gilliat	Alexa Internet
Brewster Kahle	Alexa Internet
Kahle	Alexa Internet
Bruce Gilliat	Alexa
Gilliat	Alexa
Brewster Kahle	Alexa
Kahle	Alexa
Bruce Gilliat	Alexa / Amazon
Gilliat	Alexa / Amazon
Brewster Kahle	Alexa / Amazon
Kahle	Alexa / Amazon
William Ball	American Conservatory Theater
Ball	American Conservatory Theater
William Ball	A.C.T.
Ball	A.C.T.
William Ball	ACT
Ball	ACT
William Ball	American Conservatory Theater, San Francisco
Ball	American Conservatory Theater, San Francisco
William Ball	American Conservatory Theater, main campus
Ball	American Conservatory Theater, main campus
William Ball	American Conservatory Theatre of San Francisco
Ball	American Conservatory Theatre of San Francisco
Keith Stroup	National Organization for the Reform of Marijuana Laws
Stroup	National Organization for the Reform of Marijuana Laws
Keith Stroup	NORML
Stroup	NORML
Samuel Andrew	Yale University
Andrew	Yale University
Israel Chauncy	Yale University
Chauncy	Yale University
Samuel Mather	Yale University
Mather	Yale University
Timothy Woodbridge	Yale University
Woodbridge	Yale University
James Pierpont	Yale University
Pierpont	Yale University
Abraham Pierson	Yale University
Pierson	Yale University
Joseph Webb	Yale University
Webb	Yale University
James Noyes	Yale University
Noyes	Yale University
Thomas Buckingham	Yale University
Buckingham	Yale University
Noadiah Russell	Yale University
Russell	Yale University
Samuel Andrew	Yale
Andrew	Yale
Israel Chauncy	Yale
Chauncy	Yale
Samuel Mather	Yale
Mather	Yale
Timothy Woodbridge	Yale
Woodbridge	Yale
James Pierpont	Yale
Pierpont	Yale
Abraham Pierson	Yale
Pierson	Yale
Joseph Webb	Yale
Webb	Yale
James Noyes	Yale
Noyes	Yale
Thomas Buckingham	Yale
Buckingham	Yale
Noadiah Russell	Yale
Russell	Yale
Samuel Andrew	Yale University, New Haven
Andrew	Yale University, New Haven
Israel Chauncy	Yale University, New Haven
Chauncy	Yale University, New Haven
Samuel Mather	Yale University, New Haven
Mather	Yale University, New Haven
Timothy Woodbridge	Yale University, New Haven
Woodbridge	Yale University, New Haven
James Pierpont	Yale University, New Haven
Pierpont	Yale University, New Haven
Abraham Pierson	Yale University, New Haven
Pierson	Yale University, New Haven
Joseph Webb	Yale University, New Haven
Webb	Yale University, New Haven
James Noyes	Yale University, New Haven
Noyes	Yale University, New Haven
Thomas Buckingham	Yale University, New Haven
Buckingham	Yale University, New Haven
Noadiah Russell	Yale University, New Haven
Russell	Yale University, New Haven
Samuel Andrew	Yale University, main campus
Andrew	Yale University, main campus
Israel Chauncy	Yale University, main campus
Chauncy	Yale University, main campus
Samuel Mather	Yale University, main campus
Mather	Yale University, main campus
Timothy Woodbridge	Yale University, main campus
Woodbridge	Yale University, main campus
James Pierpont	Yale University, main campus
Pierpont	Yale University, main campus
Abraham Pierson	Yale University, main campus
Pierson	Yale University, main campus
Joseph Webb	Yale University, main campus
Webb	Yale University, main campus
James Noyes	Yale University, main campus
Noyes	Yale University, main campus
Thomas Buckingham	Yale University, main campus
Buckingham	Yale University, main campus
Noadiah Russell	Yale University, main campus
Russell	Yale University, main campus
Samuel Andrew	YU
Andrew	YU
Israel Chauncy	YU
Chauncy	YU
Samuel Mather	YU
Mather	YU
Timothy Woodbridge	YU
Woodbridge	YU
James Pierpont	YU
Pierpont	YU
Abraham Pierson	YU
Pierson	YU
Joseph Webb	YU
Webb	YU
James Noyes	YU
Noyes	YU
Thomas Buckingham	YU
Buckingham	YU
Noadiah Russell	YU
Russell	YU
Rod Canion	Compaq
Canion	Compaq
Benjamin M. Rosen	Compaq
Rosen	Compaq
Jim Harris	Compaq
Harris	Compaq
Rod Canion	Compaq Computer Corporation
Canion	Compaq Computer Corporation
Benjamin M. Rosen	Compaq Computer Corporation
Rosen	Compaq Computer Corporation
Jim Harris	Compaq Computer Corporation
Harris	Compaq Computer Corporation
Frank Botte	Advanced Micro Devices
Botte	Advanced Micro Devices
Larry Stenger	Advanced Micro Devices
Stenger	Advanced Micro Devices
John Carey	Advanced Micro Devices
Carey	Advanced Micro Devices
Jack Gifford	Advanced Micro Devices
Gifford	Advanced Micro Devices
Jerry Sanders	Advanced Micro Devices
Sanders	Advanced Micro Devices
Jim Giles	Advanced Micro Devices
Giles	Advanced Micro Devices
Edwin Turney	Advanced Micro Devices
Turney	Advanced Micro Devices
Sven Simonsen	Advanced Micro Devices
Simonsen	Advanced Micro Devices
Frank Botte	AMD
Botte	AMD
Larry Stenger	AMD
Stenger	AMD
John Carey	AMD
Carey	AMD
Jack Gifford	AMD
Gifford	AMD
Jerry Sanders	AMD
Sanders	AMD
Jim Giles	AMD
Giles	AMD
Edwin Turney	AMD
Turney	AMD
Sven Simonsen	AMD
Simonsen	AMD
Frank Botte	Advanced Micro Devices Inc.
Botte	Advanced Micro Devices Inc.
Larry Stenger	Advanced Micro Devices Inc.
Stenger	Advanced Micro Devices Inc.
John Carey	Advanced Micro Devices Inc.
Carey	Advanced Micro Devices Inc.
Jack Gifford	Advanced Micro Devices Inc.
Gifford	Advanced Micro Devices Inc.
Jerry Sanders	Advanced Micro Devices Inc.
Sanders	Advanced Micro Devices Inc.
Jim Giles	Advanced Micro Devices Inc.
Giles	Advanced Micro Devices Inc.
Edwin Turney	Advanced Micro Devices Inc.
Turney	Advanced Micro Devices Inc.
Sven Simonsen	Advanced Micro Devices Inc.
Simonsen	Advanced Micro Devices Inc.
Marcus Goldman	Goldman Sachs
Goldman	Goldman Sachs
Marcus Goldman	Goldman Sachs Group
Goldman	Goldman Sachs Group
Marcus Goldman	Goldman Sachs Group Inc
Goldman	Goldman Sachs Group Inc
Marcus Goldman	Lloyd Blankfein
Goldman	Lloyd Blankfein
Marcus Goldman	Goldman Sachs Group Inc.
Goldman	Goldman Sachs Group Inc.
Marcus Goldman	Goldman
Goldman	Goldman
Marcus Goldman	GS
Goldman	GS
Marcus Goldman	Gary Cohn
Goldman	Gary Cohn
Ken Howery	PayPal
Howery	PayPal
Elon Musk	PayPal
Musk	PayPal
Peter Thiel	PayPal
Thiel	PayPal
Max Levchin	PayPal
Levchin	PayPal
Luke Nosek	PayPal
Nosek	PayPal
Ken Howery	Paypal
Howery	Paypal
Elon Musk	Paypal
Musk	Paypal
Peter Thiel	Paypal
Thiel	Paypal
Max Levchin	Paypal
Levchin	Paypal
Luke Nosek	Paypal
Nosek	Paypal
Bruce Henderson	Boston Consulting Group
Henderson	Boston Consulting Group
Howard Marks	Activision
Marks	Activision
Howard Marks	ACTIVISION INC
Marks	ACTIVISION INC
Howard Marks	Activision Publishing Inc
Marks	Activision Publishing Inc
Howard Marks	Activision Publishing, Inc
Marks	Activision Publishing, Inc
Trip Hawkins	Electronic Arts
Hawkins	Electronic Arts
Trip Hawkins	EA
Hawkins	EA
Trip Hawkins	ELECTRONIC ARTS INC.
Hawkins	ELECTRONIC ARTS INC.
Trip Hawkins	ELECTRONIC ARTS INC
Hawkins	ELECTRONIC ARTS INC
Trip Hawkins	EA Games
Hawkins	EA Games
Trip Hawkins	Electronic Arts, Inc.
Hawkins	Electronic Arts, Inc.
Sky Dayton	Business.com
Dayton	Business.com
Jake Winebaum	Business.com
Winebaum	Business.com
Robert Noyce	Intel
Noyce	Intel
Gordon Moore	Intel
Moore	Intel
Robert Noyce	Corp Intel
Noyce	Corp Intel
Gordon Moore	Corp Intel
Moore	Corp Intel
Robert Noyce	Staff Intel
Noyce	Staff Intel
Gordon Moore	Staff Intel
Moore	Staff Intel
Robert Noyce	Intel
Noyce	Intel
Gordon Moore	Intel
Moore	Intel
Robert Noyce	Intel Corp
Noyce	Intel Corp
Gordon Moore	Intel Corp
Moore	Intel Corp
Robert Noyce	Intel Corporation
Noyce	Intel Corporation
Gordon Moore	Intel Corporation
Moore	Intel Corporation
Pradeep Sindhu	Juniper Networks
Sindhu	Juniper Networks
Edwin Catmull	Pixar
Catmull	Pixar
Steve Jobs	Pixar
Jobs	Pixar
Edwin Catmull	Pixar Animation Studios
Catmull	Pixar Animation Studios
Steve Jobs	Pixar Animation Studios
Jobs	Pixar Animation Studios
James L. Allen	Booz Allen Hamilton
Allen	Booz Allen Hamilton
Carl L. Hamilton	Booz Allen Hamilton
Hamilton	Booz Allen Hamilton
Edwin G. Booz	Booz Allen Hamilton
Booz	Booz Allen Hamilton
Larry Ellison	Oracle Corporation
Ellison	Oracle Corporation
Ed Oates	Oracle Corporation
Oates	Oracle Corporation
Bob Miner	Oracle Corporation
Miner	Oracle Corporation
Larry Ellison	Ozark Holding Inc
Ellison	Ozark Holding Inc
Ed Oates	Ozark Holding Inc
Oates	Ozark Holding Inc
Bob Miner	Ozark Holding Inc
Miner	Ozark Holding Inc
Larry Ellison	ORACLE CORP
Ellison	ORACLE CORP
Ed Oates	ORACLE CORP
Oates	ORACLE CORP
Bob Miner	ORACLE CORP
Miner	ORACLE CORP
Clarence DeLany	Accenture
DeLany	Accenture
Arthur E. Andersen	Accenture
Andersen	Accenture
Clarence DeLany	Accenture plc
DeLany	Accenture plc
Arthur E. Andersen	Accenture plc
Andersen	Accenture plc
Hans-Werner Hector	SAP SE
Hector	SAP SE
Klaus Tschira	SAP SE
Tschira	SAP SE
Hasso Plattner	SAP SE
Plattner	SAP SE
Dietmar Hopp	SAP SE
Hopp	SAP SE
Claus Wellenreuther	SAP SE
Wellenreuther	SAP SE
Hans-Werner Hector	SAP
Hector	SAP
Klaus Tschira	SAP
Tschira	SAP
Hasso Plattner	SAP
Plattner	SAP
Dietmar Hopp	SAP
Hopp	SAP
Claus Wellenreuther	SAP
Wellenreuther	SAP
Robert A. Swanson	Genentech
Swanson	Genentech
Herbert Boyer	Genentech
Boyer	Genentech
Thom Weisel	Thomas Weisel Partners
Weisel	Thomas Weisel Partners
Thom Weisel	Thomas Weisel Partners Group Inc
Weisel	Thomas Weisel Partners Group Inc
Thom Weisel	Thomas Weisel Partners Group, Inc.
Weisel	Thomas Weisel Partners Group, Inc.
Gary Hendrix	Symantec Corporation
Hendrix	Symantec Corporation
William McLaren Bristol	Bristol-Myers Squibb
Bristol	Bristol-Myers Squibb
John Ripley Myers	Bristol-Myers Squibb
Myers	Bristol-Myers Squibb
William McLaren Bristol	BMS
Bristol	BMS
John Ripley Myers	BMS
Myers	BMS
William McLaren Bristol	בריסטול מיירס סקוויב
Bristol	בריסטול מיירס סקוויב
John Ripley Myers	בריסטול מיירס סקוויב
Myers	בריסטול מיירס סקוויב
Chris Zuleeg	Good Technology
Zuleeg	Good Technology
Trae Vassallo	Good Technology
Vassallo	Good Technology
Prasad Wagle	Good Technology
Wagle	Good Technology
David Cowan	Good Technology
Cowan	Good Technology
Daniel Mendez	Good Technology
Mendez	Good Technology
Hong Bui	Good Technology
Bui	Good Technology
Chris Zuleeg	Roampage
Zuleeg	Roampage
Trae Vassallo	Roampage
Vassallo	Roampage
Prasad Wagle	Roampage
Wagle	Roampage
David Cowan	Roampage
Cowan	Roampage
Daniel Mendez	Roampage
Mendez	Roampage
Hong Bui	Roampage
Bui	Roampage
Chris Zuleeg	Good Technology, Inc
Zuleeg	Good Technology, Inc
Trae Vassallo	Good Technology, Inc
Vassallo	Good Technology, Inc
Prasad Wagle	Good Technology, Inc
Wagle	Good Technology, Inc
David Cowan	Good Technology, Inc
Cowan	Good Technology, Inc
Daniel Mendez	Good Technology, Inc
Mendez	Good Technology, Inc
Hong Bui	Good Technology, Inc
Bui	Good Technology, Inc
Chris Zuleeg	Good Technology Inc
Zuleeg	Good Technology Inc
Trae Vassallo	Good Technology Inc
Vassallo	Good Technology Inc
Prasad Wagle	Good Technology Inc
Wagle	Good Technology Inc
David Cowan	Good Technology Inc
Cowan	Good Technology Inc
Daniel Mendez	Good Technology Inc
Mendez	Good Technology Inc
Hong Bui	Good Technology Inc
Bui	Good Technology Inc
Chris Zuleeg	SpringThings
Zuleeg	SpringThings
Trae Vassallo	SpringThings
Vassallo	SpringThings
Prasad Wagle	SpringThings
Wagle	SpringThings
David Cowan	SpringThings
Cowan	SpringThings
Daniel Mendez	SpringThings
Mendez	SpringThings
Hong Bui	SpringThings
Bui	SpringThings
Christopher P. Michel	Affinity Labs
Michel	Affinity Labs
Bernard Liautaud	BusinessObjects
Liautaud	BusinessObjects
Bernard Liautaud	BUSINESS OBJECTS SA
Liautaud	BUSINESS OBJECTS SA
Bernard Liautaud	BUSINESS OBJECTS S.A.
Liautaud	BUSINESS OBJECTS S.A.
Alain Rossmann	Openwave Systems Ltd
Rossmann	Openwave Systems Ltd
Alain Rossmann	Openwave
Rossmann	Openwave
Alain Rossmann	Openwave Systems Limited
Rossmann	Openwave Systems Limited
Alain Rossmann	Unwired Planet
Rossmann	Unwired Planet
Alain Rossmann	Phone.com
Rossmann	Phone.com
Alain Rossmann	OPENWAVE SYSTEM INC
Rossmann	OPENWAVE SYSTEM INC
Alain Rossmann	PHONE COM INC
Rossmann	PHONE COM INC
Alain Rossmann	UNWIRED PLANET INC
Rossmann	UNWIRED PLANET INC
Alain Rossmann	OPENWAVE SYSTEMS INC
Rossmann	OPENWAVE SYSTEMS INC
Alain Rossmann	Openwave Systems
Rossmann	Openwave Systems
Alicia Morga	Consorte Media
Morga	Consorte Media
Stephen L. Norris	The Carlyle Group
Norris	The Carlyle Group
Daniel A. D'Aniello	The Carlyle Group
D'Aniello	The Carlyle Group
David Rubenstein	The Carlyle Group
Rubenstein	The Carlyle Group
Shawn Fanning	Napster
Fanning	Napster
Shawn Fanning	ROXIO INC
Fanning	ROXIO INC
Shawn Fanning	NAPSTER INC
Fanning	NAPSTER INC
Shawn Fanning	NAPSTER INC.
Fanning	NAPSTER INC.
Jim Kimsey	AOL
Kimsey	AOL
Steve Case	AOL
Case	AOL
Marc Seriff	AOL
Seriff	AOL
Jim Kimsey	America Online
Kimsey	America Online
Steve Case	America Online
Case	America Online
Marc Seriff	America Online
Seriff	America Online
Jim Kimsey	AMERICA ONLINE INC
Kimsey	AMERICA ONLINE INC
Steve Case	AMERICA ONLINE INC
Case	AMERICA ONLINE INC
Marc Seriff	AMERICA ONLINE INC
