Apple Inc.	Joe Britt	0
Apple	Joe Britt	0
Apple Computer, Inc.	Joe Britt	0
Apple Inc.	Peter Oppenheimer	0
Apple	Peter Oppenheimer	0
Apple Computer, Inc.	Peter Oppenheimer	0
Apple Inc.	Mark Kvamme	0
Apple	Mark Kvamme	0
Apple Computer, Inc.	Mark Kvamme	0
Apple Inc.	Dave Conroy	0
Apple	Dave Conroy	0
Apple Computer, Inc.	Dave Conroy	0
Apple Inc.	Al Gore	0
Apple	Al Gore	0
Apple Computer, Inc.	Al Gore	0
Apple Inc.	E. Floyd Kvamme	0
Apple	E. Floyd Kvamme	0
Apple Computer, Inc.	E. Floyd Kvamme	0
Apple Inc.	Susan Kare	0
Apple	Susan Kare	0
Apple Computer, Inc.	Susan Kare	0
Apple Inc.	Ron Johnson	0
Apple	Ron Johnson	0
Apple Computer, Inc.	Ron Johnson	0
Apple Inc.	Bud Tribble	0
Apple	Bud Tribble	0
Apple Computer, Inc.	Bud Tribble	0
Apple Inc.	Jeff Robbin	0
Apple	Jeff Robbin	0
Apple Computer, Inc.	Jeff Robbin	0
Apple Inc.	Alan Kay	0
Apple	Alan Kay	0
Apple Computer, Inc.	Alan Kay	0
Apple Inc.	Donna Dubinsky	0
Apple	Donna Dubinsky	0
Apple Computer, Inc.	Donna Dubinsky	0
Apple Inc.	Richard Gorman	0
Apple	Richard Gorman	0
Apple Computer, Inc.	Richard Gorman	0
Apple Inc.	Chris Lattner	0
Apple	Chris Lattner	0
Apple Computer, Inc.	Chris Lattner	0
Apple Inc.	Steve Schlossareck	0
Apple	Steve Schlossareck	0
Apple Computer, Inc.	Steve Schlossareck	0
Apple Inc.	Andrea Jung	0
Apple	Andrea Jung	0
Apple Computer, Inc.	Andrea Jung	0
Apple Inc.	Larry Ellison	0
Apple	Larry Ellison	0
Apple Computer, Inc.	Larry Ellison	0
Apple Inc.	Linda Stone	0
Apple	Linda Stone	0
Apple Computer, Inc.	Linda Stone	0
Apple Inc.	Sal Soghoian	0
Apple	Sal Soghoian	0
Apple Computer, Inc.	Sal Soghoian	0
Apple Inc.	Ron Avitzur	0
Apple	Ron Avitzur	0
Apple Computer, Inc.	Ron Avitzur	0
Apple Inc.	Mickey Drexler	0
Apple	Mickey Drexler	0
Apple Computer, Inc.	Mickey Drexler	0
Apple Inc.	John Calhoun	0
Apple	John Calhoun	0
Apple Computer, Inc.	John Calhoun	0
Apple Inc.	Burrell Smith	0
Apple	Burrell Smith	0
Apple Computer, Inc.	Burrell Smith	0
Apple Inc.	Jody Davids	0
Apple	Jody Davids	0
Apple Computer, Inc.	Jody Davids	0
Apple Inc.	James Isaacs	0
Apple	James Isaacs	0
Apple Computer, Inc.	James Isaacs	0
Apple Inc.	Bruce Cleveland	0
Apple	Bruce Cleveland	0
Apple Computer, Inc.	Bruce Cleveland	0
Apple Inc.	Tony Fadell	0
Apple	Tony Fadell	0
Apple Computer, Inc.	Tony Fadell	0
Apple Inc.	Susan L Wagner	0
Apple	Susan L Wagner	0
Apple Computer, Inc.	Susan L Wagner	0
Apple Inc.	Peter Nieh	0
Apple	Peter Nieh	0
Apple Computer, Inc.	Peter Nieh	0
Apple Inc.	Isaac Nassi	0
Apple	Isaac Nassi	0
Apple Computer, Inc.	Isaac Nassi	0
Apple Inc.	Eric Zelenka	0
Apple	Eric Zelenka	0
Apple Computer, Inc.	Eric Zelenka	0
Apple Inc.	David K. Holland	0
Apple	David K. Holland	0
Apple Computer, Inc.	David K. Holland	0
Apple Inc.	Dan Eilers	0
Apple	Dan Eilers	0
Apple Computer, Inc.	Dan Eilers	0
Apple Inc.	Sabeer Bhatia	0
Apple	Sabeer Bhatia	0
Apple Computer, Inc.	Sabeer Bhatia	0
Apple Inc.	Chris Saari	0
Apple	Chris Saari	0
Apple Computer, Inc.	Chris Saari	0
Apple Inc.	Larry Tesler	0
Apple	Larry Tesler	0
Apple Computer, Inc.	Larry Tesler	0
Apple Inc.	Randy Komisar	0
Apple	Randy Komisar	0
Apple Computer, Inc.	Randy Komisar	0
Apple Inc.	Gregory Gretsch	0
Apple	Gregory Gretsch	0
Apple Computer, Inc.	Gregory Gretsch	0
Apple Inc.	Bruce Leak	0
Apple	Bruce Leak	0
Apple Computer, Inc.	Bruce Leak	0
Apple Inc.	Donald T. Valentine	0
Apple	Donald T. Valentine	0
Apple Computer, Inc.	Donald T. Valentine	0
Apple Inc.	Keith Stattenfield	0
Apple	Keith Stattenfield	0
Apple Computer, Inc.	Keith Stattenfield	0
Apple Inc.	Bruce Horn	0
Apple	Bruce Horn	0
Apple Computer, Inc.	Bruce Horn	0
Apple Inc.	Robert Brunner	0
Apple	Robert Brunner	0
Apple Computer, Inc.	Robert Brunner	0
Apple Inc.	Steve Sakoman	0
Apple	Steve Sakoman	0
Apple Computer, Inc.	Steve Sakoman	0
Apple Inc.	William Campbell	0
Apple	William Campbell	0
Apple Computer, Inc.	William Campbell	0
Apple Inc.	Eagle Berns	0
Apple	Eagle Berns	0
Apple Computer, Inc.	Eagle Berns	0
Apple Inc.	Scott Knaster	0
Apple	Scott Knaster	0
Apple Computer, Inc.	Scott Knaster	0
Apple Inc.	Alain Rossmann	0
Apple	Alain Rossmann	0
Apple Computer, Inc.	Alain Rossmann	0
Apple Inc.	Jonathan Rubinstein	0
Apple	Jonathan Rubinstein	0
Apple Computer, Inc.	Jonathan Rubinstein	0
Apple Inc.	Andy Hertzfeld	0
Apple	Andy Hertzfeld	0
Apple Computer, Inc.	Andy Hertzfeld	0
Apple Inc.	Ellen Hancock	0
Apple	Ellen Hancock	0
Apple Computer, Inc.	Ellen Hancock	0
Apple Inc.	Jerry York	0
Apple	Jerry York	0
Apple Computer, Inc.	Jerry York	0
Apple Inc.	Jean-Marie Hullot	0
Apple	Jean-Marie Hullot	0
Apple Computer, Inc.	Jean-Marie Hullot	0
Apple Inc.	Chris Espinosa	0
Apple	Chris Espinosa	0
Apple Computer, Inc.	Chris Espinosa	0
Apple Inc.	Steve Perlman	0
Apple	Steve Perlman	0
Apple Computer, Inc.	Steve Perlman	0
Apple Inc.	Scott Forstall	0
Apple	Scott Forstall	0
Apple Computer, Inc.	Scott Forstall	0
Apple Inc.	Mark Papermaster	0
Apple	Mark Papermaster	0
Apple Computer, Inc.	Mark Papermaster	0
Apple Inc.	John Sculley	0
Apple	John Sculley	0
Apple Computer, Inc.	John Sculley	0
Apple Inc.	Michael Dhuey	0
Apple	Michael Dhuey	0
Apple Computer, Inc.	Michael Dhuey	0
Apple Inc.	Samir Arora	0
Apple	Samir Arora	0
Apple Computer, Inc.	Samir Arora	0
Apple Inc.	Bertrand Serlet	0
Apple	Bertrand Serlet	0
Apple Computer, Inc.	Bertrand Serlet	0
Apple Inc.	Darin Adler	0
Apple	Darin Adler	0
Apple Computer, Inc.	Darin Adler	0
Apple Inc.	Shane V. Robison	0
Apple	Shane V. Robison	0
Apple Computer, Inc.	Shane V. Robison	0
Apple Inc.	Tricia Tomlinson	0
Apple	Tricia Tomlinson	0
Apple Computer, Inc.	Tricia Tomlinson	0
Apple Inc.	Nancy R. Heinen	0
Apple	Nancy R. Heinen	0
Apple Computer, Inc.	Nancy R. Heinen	0
Apple Inc.	Randy Wigginton	0
Apple	Randy Wigginton	0
Apple Computer, Inc.	Randy Wigginton	0
Apple Inc.	Jonathan Ive	0
Apple	Jonathan Ive	0
Apple Computer, Inc.	Jonathan Ive	0
Apple Inc.	Dave Hyatt	0
Apple	Dave Hyatt	0
Apple Computer, Inc.	Dave Hyatt	0
Apple Inc.	Ioannis Galidakis	0
Apple	Ioannis Galidakis	0
Apple Computer, Inc.	Ioannis Galidakis	0
Apple Inc.	Mike Markkula	0
Apple	Mike Markkula	0
Apple Computer, Inc.	Mike Markkula	0
Apple Inc.	Bill Slakey	0
Apple	Bill Slakey	0
Apple Computer, Inc.	Bill Slakey	0
Apple Inc.	Grady Ward	0
Apple	Grady Ward	0
Apple Computer, Inc.	Grady Ward	0
Apple Inc.	Nick Bacica	0
Apple	Nick Bacica	0
Apple Computer, Inc.	Nick Bacica	0
Apple Inc.	Avie Tevanian	0
Apple	Avie Tevanian	0
Apple Computer, Inc.	Avie Tevanian	0
Apple Inc.	Joseph Ruff	0
Apple	Joseph Ruff	0
Apple Computer, Inc.	Joseph Ruff	0
Apple Inc.	Sina Tamaddon	0
Apple	Sina Tamaddon	0
Apple Computer, Inc.	Sina Tamaddon	0
Apple Inc.	Daniel Kottke	0
Apple	Daniel Kottke	0
Apple Computer, Inc.	Daniel Kottke	0
Apple Inc.	Gil Amelio	0
Apple	Gil Amelio	0
Apple Computer, Inc.	Gil Amelio	0
Apple Inc.	Larry Yaeger	0
Apple	Larry Yaeger	0
Apple Computer, Inc.	Larry Yaeger	0
Apple Inc.	Phil Schiller	0
Apple	Phil Schiller	0
Apple Computer, Inc.	Phil Schiller	0
Apple Inc.	Phil Schlein	0
Apple	Phil Schlein	0
Apple Computer, Inc.	Phil Schlein	0
Motorola	Joseph Galvin	1
Motorola	Paul Galvin	1
Motorola	Gregory P. Galanos	0
Motorola	Douglas A. Warner III	0
Motorola	Mike Mulica	0
Motorola	Sanjay K Jha	0
Motorola	Steven J. Strobel	0
Motorola	Greg A. Lee	0
Motorola	Kris Patel	0
Motorola	Mike S. Zafirovski	0
Motorola	Chris Day	0
Motorola	Frank Carr	0
Motorola	Menashe Rothschild	0
Motorola	Stuart C. Reed	0
Motorola	John E. Pepper, Jr.	0
Motorola	Luc Ceuppens	0
Motorola	Dan Simone	0
Motorola	Thomas J Meredith	0
Motorola	Gregory Brown	0
Motorola	Bob Perez	0
Motorola	George M. C. Fisher	0
Motorola	Samuel C Scott III	0
Motorola	David W Dorman	0
Motorola	Shelley Bird	0
Motorola	Gerhard Schulmeyer	0
Motorola	Bill Hambrecht	0
Motorola	Marc E. Rothman	0
Motorola	Richard N. Nottenburg	0
Motorola	Keith A. Meister	0
Motorola	Jim Stengel	0
Motorola	Miles D. White	0
Motorola	Larry R. Carter	0
Motorola	Padmasree Warrior	0
Motorola	John A. White Jr.	0
Motorola	Judy C. Lewent	0
Motorola	James Kambe	0
Motorola	Paul J. Liska	0
Motorola	Chris Dedicoat	0
Motorola	Patricia B. Morrison	0
Motorola	Shawn T. Carolan	0
Motorola	Ruth A. Fattori	0
Motorola	Eugene A. Delaney	0
Motorola	Bruce Lawler	0
Motorola	Nicholas Negroponte	0
Motorola	Ron Sommer	0
Motorola	Edward D. Breen	0
Motorola	Edward Zander	0
Motorola	Ronald G. Garriques	0
Motorola	Karen Tandy	0
Motorola	Kenneth C. Keller Jr.	0
Motorola	David W. Devonshire	0
Motorola	Walter E. Massey	0
Motorola	Jeffrey W. Clarke	0
Motorola	Indra Nooyi	0
Motorola	Jameson O'Guinn	0
Motorola	Mike Kent	0
Motorola	Leslie Jones	0
Motorola	H Laurance Fuller	0
Motorola	Anthony J Vinciquerra	0
Motorola	A. Peter Lawson	0
Motorola	Daniel M. Moloney	0
Nokia	Leo Mechelin	1
Nokia	Fredrik Idestam	1
Nokia	Olli-Pekka Kallasvuo	0
Nokia	Henry Tirri	0
Nokia	Christian Lindholm	0
Nokia	Mary T. McDowell	0
Nokia	Manuel Lima	0
Nokia	Rajeev Suri	0
Nokia	Matthias Ettrich	0
Nokia	Kari Kairamo	0
Nokia	Marjorie Scardino	0
Nokia	Simo Vuorilehto	0
Nokia	Sari M. Baldauf	0
Nokia	Jorma Ollila	0
Nokia	Chris Rust	0
Nokia	Daniel R. Hesse	0
Nokia	David Nydegger	0
Nokia	Bjorn Westerlund	0
Nokia	Felix Petersen	0
Nokia	Stephen Elop	0
Google	Larry Page	1
Google Inc.	Larry Page	1
Google	Sergey Brin	1
Google Inc.	Sergey Brin	1
Google	Guido van Rossum	0
Google Inc.	Guido van Rossum	0
Google	Kent Walker	0
Google Inc.	Kent Walker	0
Google	Adam Bosworth	0
Google Inc.	Adam Bosworth	0
Google	Chris DiBona	0
Google Inc.	Chris DiBona	0
Google	Michał Zalewski	0
Google Inc.	Michał Zalewski	0
Google	Eric Schmidt	0
Google Inc.	Eric Schmidt	0
Google	Douglas Merrill	0
Google Inc.	Douglas Merrill	0
Google	Paul Davison	0
Google Inc.	Paul Davison	0
Google	Sukhinder Singh Cassidy	0
Google Inc.	Sukhinder Singh Cassidy	0
Google	Norio Murakami	0
Google Inc.	Norio Murakami	0
Google	Ram Shriram	0
Google Inc.	Ram Shriram	0
Google	Vic Gundotra	0
Google Inc.	Vic Gundotra	0
Google	Paul Otellini	0
Google Inc.	Paul Otellini	0
Google	Evan Williams	0
Google Inc.	Evan Williams	0
Google	Dave Girouard	0
Google Inc.	Dave Girouard	0
Google	Lorraine Twohill	0
Google Inc.	Lorraine Twohill	0
Google	Penry Price	0
Google Inc.	Penry Price	0
Google	Wei-Hwa Huang	0
Google Inc.	Wei-Hwa Huang	0
Google	Jeff Huber	0
Google Inc.	Jeff Huber	0
Google	John Hanke	0
Google Inc.	John Hanke	0
Google	David Radcliffe	0
Google Inc.	David Radcliffe	0
Google	Mario Queiroz	0
Google Inc.	Mario Queiroz	0
Google	W.M. Coughran, Jr.	0
Google Inc.	W.M. Coughran, Jr.	0
Google	Francois Delepine	0
Google Inc.	Francois Delepine	0
Google	Lars Petrus	0
Google Inc.	Lars Petrus	0
Google	Andrew Morton	0
Google Inc.	Andrew Morton	0
Google	Peter Norvig	0
Google Inc.	Peter Norvig	0
Google	T. V. Raman	0
Google Inc.	T. V. Raman	0
Google	Ed Lu	0
Google Inc.	Ed Lu	0
Google	Joshua Bloch	0
Google Inc.	Joshua Bloch	0
Google	David Eun	0
Google Inc.	David Eun	0
Google	Elliot Schrage	0
Google Inc.	Elliot Schrage	0
Google	David Fischer	0
Google Inc.	David Fischer	0
Google	Susan Wojcicki	0
Google Inc.	Susan Wojcicki	0
Google	Kai-Fu Lee	0
Google Inc.	Kai-Fu Lee	0
Google	Brian Reid	0
Google Inc.	Brian Reid	0
Google	Omid Kordestani	0
Google Inc.	Omid Kordestani	0
Google	Sepandar Kamvar	0
Google Inc.	Sepandar Kamvar	0
Google	Derek Collison	0
Google Inc.	Derek Collison	0
Google	Ellen Spertus	0
Google Inc.	Ellen Spertus	0
Google	Brad Fitzpatrick	0
Google Inc.	Brad Fitzpatrick	0
Google	Shirley M. Tilghman	0
Google Inc.	Shirley M. Tilghman	0
Google	Alfred Z. Spector	0
Google Inc.	Alfred Z. Spector	0
Google	Harald Tveit Alvestrand	0
Google Inc.	Harald Tveit Alvestrand	0
Google	Sanjay Ghemawat	0
Google Inc.	Sanjay Ghemawat	0
Google	Ben Goodger	0
Google Inc.	Ben Goodger	0
Google	Greg Stein	0
Google Inc.	Greg Stein	0
Google	Ori Allon	0
Google Inc.	Ori Allon	0
Google	Patrick Li	0
Google Inc.	Patrick Li	0
Google	Daniel Reed	0
Google Inc.	Daniel Reed	0
Google	Danny Thorpe	0
Google Inc.	Danny Thorpe	0
Google	Francoise Brougher	0
Google Inc.	Francoise Brougher	0
Google	Nikesh Arora	0
Google Inc.	Nikesh Arora	0
Google	Kevin Scott	0
Google Inc.	Kevin Scott	0
Google	Sheryl Sandberg	0
Google Inc.	Sheryl Sandberg	0
Google	Narendra M Thumbhekodige	0
Google Inc.	Narendra M Thumbhekodige	0
Google	Shona Brown	0
Google Inc.	Shona Brown	0
Google	Ramanathan V. Guha	0
Google Inc.	Ramanathan V. Guha	0
Google	Laszlo Bock	0
Google Inc.	Laszlo Bock	0
Google	Ken Thompson	0
Google Inc.	Ken Thompson	0
Google	Prasad Ram	0
Google Inc.	Prasad Ram	0
Google	John Doerr	0
Google Inc.	John Doerr	0
Google	Mark Fuchs	0
Google Inc.	Mark Fuchs	0
Google	Dan Crow	0
Google Inc.	Dan Crow	0
Google	Spencer Kimball	0
Google Inc.	Spencer Kimball	0
Google	Salar Kamangar	0
Google Inc.	Salar Kamangar	0
Google	Tim Armstrong	0
Google Inc.	Tim Armstrong	0
Google	Nelson Mattos	0
Google Inc.	Nelson Mattos	0
Google	Brent Callinicos	0
Google Inc.	Brent Callinicos	0
Google	Cedric Dupont	0
Google Inc.	Cedric Dupont	0
Google	Dennis Woodside	0
Google Inc.	Dennis Woodside	0
Google	Megan Smith	0
Google Inc.	Megan Smith	0
Google	Narayanan Shivakumar	0
Google Inc.	Narayanan Shivakumar	0
Google	Ann Mather	0
Google Inc.	Ann Mather	0
Google	Jason Huggins	0
Google Inc.	Jason Huggins	0
Google	Andy Hertzfeld	0
Google Inc.	Andy Hertzfeld	0
Google	Urs Hölzle	0
Google Inc.	Urs Hölzle	0
Google	David Lawee	0
Google Inc.	David Lawee	0
Google	Chi-Hua Chien	0
Google Inc.	Chi-Hua Chien	0
Google	Alan Eustace	0
Google Inc.	Alan Eustace	0
Google	Tom Limoncelli	0
Google Inc.	Tom Limoncelli	0
Google	Mark Lucovsky	0
Google Inc.	Mark Lucovsky	0
Google	George Reyes	0
Google Inc.	George Reyes	0
Google	Stuart Feldman	0
Google Inc.	Stuart Feldman	0
Google	Steve Chen	0
Google Inc.	Steve Chen	0
Google	Vint Cerf	0
Google Inc.	Vint Cerf	0
Google	Bram Moolenaar	0
Google Inc.	Bram Moolenaar	0
Google	Udi Manber	0
Google Inc.	Udi Manber	0
Google	Jeffrey Veen	0
Google Inc.	Jeffrey Veen	0
Google	Orkut Büyükkökten	0
Google Inc.	Orkut Büyükkökten	0
Google	Louis Monier	0
Google Inc.	Louis Monier	0
Google	Kevin Marks	0
Google Inc.	Kevin Marks	0
Google	Andy Rubin	0
Google Inc.	Andy Rubin	0
Google	John L. Hennessy	0
Google Inc.	John L. Hennessy	0
Google	Julio Pekarovic	0
Google Inc.	Julio Pekarovic	0
Google	John Herlihy	0
Google Inc.	John Herlihy	0
Google	Benjamin Sloss Treynor	0
Google Inc.	Benjamin Sloss Treynor	0
Google	Jeff Dean	0
Google Inc.	Jeff Dean	0
Google	Craig Nevill-Manning	0
Google Inc.	Craig Nevill-Manning	0
Google	Joe Kraus	0
Google Inc.	Joe Kraus	0
Google	James Macgill	0
Google Inc.	James Macgill	0
Google	Daniel Alegre	0
Google Inc.	Daniel Alegre	0
Microsoft Corporation	Bill Gates	1
Microsoft Corporation	Paul Allen	1
Microsoft Corporation	Dan Fernandez	0
Microsoft Corporation	Russell Siegelman	0
Microsoft Corporation	Anders Hejlsberg	0
Microsoft Corporation	Derek Denny-Brown	0
Microsoft Corporation	Bob Kruger	0
Microsoft Corporation	Don Box	0
Microsoft Corporation	James Fallows	0
Microsoft Corporation	Scott Oki	0
Microsoft Corporation	Navin Chaddha	0
Microsoft Corporation	Vic Gundotra	0
Microsoft Corporation	Tantek Çelik	0
Microsoft Corporation	Raymond Chen	0
Microsoft Corporation	Michael Gifford	0
Microsoft Corporation	Tom Miller	0
Microsoft Corporation	Mark Verber	0
Microsoft Corporation	Brian Valentine	0
Microsoft Corporation	Niels Ferguson	0
Microsoft Corporation	Melinda Gates	0
Microsoft Corporation	Doug Levin	0
Microsoft Corporation	David Marquardt	0
Microsoft Corporation	Richard Barton	0
Microsoft Corporation	David Carter	0
Microsoft Corporation	Greg Whitten	0
Microsoft Corporation	Nathan Myhrvold	0
Microsoft Corporation	Gary William Flake	0
Microsoft Corporation	Bill Hilf	0
Microsoft Corporation	Craig Mundie	0
Microsoft Corporation	James Cash, Jr.	0
Microsoft Corporation	Eric Horvitz	0
Microsoft Corporation	Paul Maritz	0
Microsoft Corporation	Kai-Fu Lee	0
Microsoft Corporation	Richard A. Hackborn	0
Microsoft Corporation	Scott Sandell	0
Microsoft Corporation	Herb Sutter	0
Microsoft Corporation	Ray Ozzie	0
Microsoft Corporation	Tobin Titus	0
Microsoft Corporation	Charles Simonyi	0
Microsoft Corporation	Gregory Stanger	0
Microsoft Corporation	Raymond Gilmartin	0
Microsoft Corporation	Peter Biddle	0
Microsoft Corporation	Tim Bucher	0
Microsoft Corporation	Tjeerd Hoek	0
Microsoft Corporation	Brian L. Schmidt	0
Microsoft Corporation	Gregory Maffei	0
Microsoft Corporation	Jim Allchin	0
Microsoft Corporation	Peter Moore	0
Microsoft Corporation	Andrew Herbert	0
Microsoft Corporation	Eugene Nalimov	0
Microsoft Corporation	Grete Faremo	0
Microsoft Corporation	Mason Morfit	0
Microsoft Corporation	Steven Snyder	0
Microsoft Corporation	Danny Thorpe	0
Microsoft Corporation	Reed Hastings	0
Microsoft Corporation	Erik Gavriluk	0
Microsoft Corporation	John W. Thompson	0
Microsoft Corporation	Eric Oemig	0
Microsoft Corporation	Butler Lampson	0
Microsoft Corporation	Jon Shirley	0
Microsoft Corporation	Window Snyder	0
Microsoft Corporation	Christopher Roberts	0
Microsoft Corporation	Jon Udell	0
Microsoft Corporation	Sabeer Bhatia	0
Microsoft Corporation	Kristin Acker	0
Microsoft Corporation	Phil Goldman	0
Microsoft Corporation	Michael Howard	0
Microsoft Corporation	David Beitel	0
Microsoft Corporation	Bob Wallace	0
Microsoft Corporation	Adam Nathan	0
Microsoft Corporation	Howard Schmidt	0
Microsoft Corporation	Dina Dublon	0
Microsoft Corporation	Seamus Blackley	0
Microsoft Corporation	Larry Hryb	0
Microsoft Corporation	Bruce Leak	0
Microsoft Corporation	Chris Bull	0
Microsoft Corporation	Brad Silverberg	0
Microsoft Corporation	Tod Nielsen	0
Microsoft Corporation	Maria Klawe	0
Microsoft Corporation	Niall Kennedy	0
Microsoft Corporation	Gary Kimura	0
Microsoft Corporation	Doug Caldwell	0
Microsoft Corporation	J Allard	0
Microsoft Corporation	Kazuhiko Nishi	0
Microsoft Corporation	Lloyd Frink	0
Microsoft Corporation	Thomas Reardon	0
Microsoft Corporation	Steve Perlman	0
Microsoft Corporation	Danny Lange	0
Microsoft Corporation	Helmut Panke	0
Microsoft Corporation	Mark Lucovsky	0
Microsoft Corporation	Tim Paterson	0
Microsoft Corporation	Sendi Widjaja	0
Microsoft Corporation	Mini-Microsoft	0
Microsoft Corporation	Eric Traut	0
Microsoft Corporation	Steve Ballmer	0
Microsoft Corporation	Mark Malamud	0
Microsoft Corporation	Paul Bloom	0
Microsoft Corporation	Joseph G. Davies	0
Microsoft Corporation	Ric Weiland	0
Microsoft Corporation	Roger Needham	0
Microsoft Corporation	Ramy Mora	0
Microsoft Corporation	Charles Noski	0
Microsoft Corporation	Shishir Mehrotra	0
Microsoft Corporation	Linda Stone	0
Microsoft Corporation	Jack Breese	0
Yahoo!	David Filo	1
Yahoo! Inc.	David Filo	1
Maudwen-Yahoo! Inc	David Filo	1
Yahoo	David Filo	1
Yahoo!	Jerry Yang	1
Yahoo! Inc.	Jerry Yang	1
Maudwen-Yahoo! Inc	Jerry Yang	1
Yahoo	Jerry Yang	1
Yahoo!	Ariel Kaiser	0
Yahoo! Inc.	Ariel Kaiser	0
Maudwen-Yahoo! Inc	Ariel Kaiser	0
Yahoo	Ariel Kaiser	0
Yahoo!	Susan Decker	0
Yahoo! Inc.	Susan Decker	0
Maudwen-Yahoo! Inc	Susan Decker	0
Yahoo	Susan Decker	0
Yahoo!	Joshua DeFord	0
Yahoo! Inc.	Joshua DeFord	0
Maudwen-Yahoo! Inc	Joshua DeFord	0
Yahoo	Joshua DeFord	0
Yahoo!	tomka	0
Yahoo! Inc.	tomka	0
Maudwen-Yahoo! Inc	tomka	0
Yahoo	tomka	0
Yahoo!	Jason Morse	0
Yahoo! Inc.	Jason Morse	0
Maudwen-Yahoo! Inc	Jason Morse	0
Yahoo	Jason Morse	0
Yahoo!	Erwin Tam	0
Yahoo! Inc.	Erwin Tam	0
Maudwen-Yahoo! Inc	Erwin Tam	0
Yahoo	Erwin Tam	0
Yahoo!	Simon Willison	0
Yahoo! Inc.	Simon Willison	0
Maudwen-Yahoo! Inc	Simon Willison	0
Yahoo	Simon Willison	0
Yahoo!	Ronald Burkle	0
Yahoo! Inc.	Ronald Burkle	0
Maudwen-Yahoo! Inc	Ronald Burkle	0
Yahoo	Ronald Burkle	0
Yahoo!	Tony Nethercutt	0
Yahoo! Inc.	Tony Nethercutt	0
Maudwen-Yahoo! Inc	Tony Nethercutt	0
Yahoo	Tony Nethercutt	0
Yahoo!	Nick Gerakines	0
Yahoo! Inc.	Nick Gerakines	0
Maudwen-Yahoo! Inc	Nick Gerakines	0
Yahoo	Nick Gerakines	0
Yahoo!	Raghu Ramakrishnan	0
Yahoo! Inc.	Raghu Ramakrishnan	0
Maudwen-Yahoo! Inc	Raghu Ramakrishnan	0
Yahoo	Raghu Ramakrishnan	0
Yahoo!	Gary L. Wilson	0
Yahoo! Inc.	Gary L. Wilson	0
Maudwen-Yahoo! Inc	Gary L. Wilson	0
Yahoo	Gary L. Wilson	0
Yahoo!	Bianna Golodryga	0
Yahoo! Inc.	Bianna Golodryga	0
